PK;NOMBRE;DESCRIPCION-ENTIDAD;HORARIO;EQUIPAMIENTO;TRANSPORTE;DESCRIPCION;ACCESIBILIDAD;CONTENT-URL;NOMBRE-VIA;CLASE-VIAL;TIPO-NUM;NUM;PLANTA;PUERTA;ESCALERAS;ORIENTACION;LOCALIDAD;PROVINCIA;CODIGO-POSTAL;COD-BARRIO;BARRIO;COD-DISTRITO;DISTRITO;COORDENADA-X;COORDENADA-Y;LATITUD;LONGITUD;TELEFONO;FAX;EMAIL;TIPO;
11784440;"Sala Moe";"";"";"Estilos: Blues, Funk, Jazz.";"Metro: Colombía (líneas 8 y 9), Cuzco (línea 10).  Bus: 11, 40, 14.  Bicimad: Estación 158 (avenida de Alberto Alcocer, 22).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=fc80f6f716773810VgnVCM2000001f4a900aRCRD";"ALBERTO ALCOCER";"AVENIDA";"V";"32";"";"";"";"";"MADRID";"MADRID";"28036";"4";"HISPANOAMERICA";"5";"CHAMARTIN";"442126";"4478859";"40.458391668385886";"-3.682578546152118";"";"";"";"/contenido/entidadesYorganismos/AuditoriosSalasConcierto"; 
11784444;"Sala Morocco";"";"";"";"Metro: Santo Domingo (línea 2).  Bus: 147, 3, 001, 1, 133, 148, 2, 44, 46, 74, 75, 146.  Bicimad: Estaciones 16 (calle San Bernardo, 22), 23 (plaza de Santo Domingo, 1), 2 (calle Miguel Moya, 1), 22 (calle Jacometrezo, 3).  Aparcamientos: Isabel la Católica (98), calle de Isabel la Católica; Mostenses (50), plaza Mostenses y calle Ricardo León; Luna-Tudescos (14), plaza Santa María Soledad Torres Acosta con vuelta a calle Luna; El Corte Inglés Callao (92), plaza de Callao.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=3372f6f716773810VgnVCM2000001f4a900aRCRD";"MARQUES DE LEGANES";"CALLE";"V";"7";"";"";"";"";"MADRID";"MADRID";"28004";"5";"UNIVERSIDAD";"1";"CENTRO";"439995";"4474846";"40.42208944721562";"-3.707330170865411";"670 776 069 / 630 652 585";"";"";"/contenido/entidadesYorganismos/AuditoriosSalasConcierto"; 
11784489;"Sala Olvido";"";"";"Estilos: Blues, Funk, Jazz, Rock.";"Metro: Usera (línea 6).  Bus: 247, 47, 6, 78.  Bicimad: Estación 213 (calle Antonio López, 129).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a1b7f6f716773810VgnVCM2000001f4a900aRCRD";"OLVIDO";"CALLE";"V";"15";"";"";"";"";"MADRID";"MADRID";"28026";"5";"MOSCARDO";"12";"USERA";"440347";"4470923";"40.38676778449733";"-3.7028121779092706";"619 222 919";"";"";"/contenido/entidadesYorganismos/AuditoriosSalasConcierto"; 
11784467;"Sala Rock Palace";"";"";"Estilos: Rock.";"Metro: Atocha (línea 1).  Bus: 102, 8.  Bicimad: Estación 118 (calle Juan Martín el Empecinado, 16).  Cercanías Renfe: Atocha (líneas C1, C2, C3, C4, C4a, C4b, C5, C7, C10).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f8f3f6f716773810VgnVCM2000001f4a900aRCRD";"VARA DE REY";"CALLE";"V";"6";"";"";"";"";"MADRID";"MADRID";"28045";"6";"PALOS DE MOGUER";"2";"ARGANZUELA";"441492";"4472615";"40.402096733788525";"-3.6894789064548985";"914 670 623";"";"";"/contenido/entidadesYorganismos/AuditoriosSalasConcierto"; 
11784480;"Sala Rockville";"";"";"";"Metro: Santiago Bernabeu (línea 10).  Bus: 149, 5, 43.  Bicimad: Estaciones 154 (calle Orense, 36), 153 (avenida del General Perón, 36).  Aparcamiento: General Yag&amp;uuml;e (28), Avenida Brasil, 15.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=70c5f6f716773810VgnVCM2000001f4a900aRCRD";"BRASIL";"AVENIDA";"V";"3";"";"";"";"";"MADRID";"MADRID";"28020";"2";"CUATRO CAMINOS";"6";"TETUAN";"441148";"4478377";"40.45397721814547";"-3.6940692978540577";"";"";"";"/contenido/entidadesYorganismos/AuditoriosSalasConcierto"; 
11784498;"Sala Shoko Live";"";"";"Estilos: Blues, funk, hiphop, jazz, latino, rock.";"Metro: La Latina (línea 5).  Bus: 002, 17, 18, 23, 35, 60, 148, 3.  Bicimad: Estación 45 (glorieta de la Puerta de Toledo, 1.  Aparcamientos: La Latina (86), calle de Toledo; Mercado de la Cebada (501), plaza de la Cebada; Puerta Toledo (64), Glorieta Puerta Toledo con vuelta Capitan Salazar Martínez.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=174a3474eb873810VgnVCM2000001f4a900aRCRD";"TOLEDO";"CALLE";"V";"86";"";"";"";"";"MADRID";"MADRID";"28005";"1";"PALACIO";"1";"CENTRO";"439707";"4473364";"40.408711650639454";"-3.710591520837748";"663 700 844";"";"";"/contenido/entidadesYorganismos/AuditoriosSalasConcierto"; 
11784510;"Sala Silikona";"";"";"Estilos: Heavy Metal, Pop, Rock.";"Metro: Vinateros (línea 9).  Bus: 100, 8, 20, 30, 32.  Bicimad: Estación 220 (calle Arrroyo de las Pilillas, 6).   Aparcamiento:  Encuentro (4), plaza Encuentro.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=085c3474eb873810VgnVCM2000001f4a900aRCRD";"ENCUENTRO";"PLAZA";"V";"1";"";"";"";"";"MADRID";"MADRID";"28030";"4";"MEDIA LEGUA";"14";"MORATALAZ";"444675";"4473006";"40.40583620131156";"-3.6520077936350175";"914 399 476 / 650 829 322";"";"";"/contenido/entidadesYorganismos/AuditoriosSalasConcierto"; 
11784520;"Sala Siroco";"";"";"Estilos: Electrónica, funk, indie, pop, reggae, rock.";"Metro: Noviciado (línea 2), San Bernardo (líneas 2 y 4).  Bus: 147, 3, 002.  Bicimad: Estaciones 15 (calle San Vicente Ferrer, 64), 13 (calle Conde Duque, 22), 12 (calle San Bernardo, 85).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4fde3474eb873810VgnVCM2000001f4a900aRCRD";"MARQUES DE LEGANES";"CALLE";"V";"7";"";"";"";"";"MADRID";"MADRID";"28004";"5";"UNIVERSIDAD";"1";"CENTRO";"439995";"4474846";"40.42208944721562";"-3.707330170865411";"915 933 173";"";"";"/contenido/entidadesYorganismos/AuditoriosSalasConcierto"; 
7035002;"Sala Tempo Audiophile Club";"";"";"Estilos: Funk, Soul.";"Metro: Plaza de España (líneas 3 y 10)  Bus: 001, 1, 133, 138, 2, 44, C1, 74, C2, 39.  Bicimad: Estaciones 116 a y b (Plaza de España), 14 (calle Duque de Liria).  Aparcamiento: Plaza de España (53).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=aec1b043653cf310VgnVCM1000000b205a0aRCRD";"DUQUE DE OSUNA";"CALLE";"V";"8";"";"";"";"";"MADRID";"MADRID";"28015";"5";"UNIVERSIDAD";"1";"CENTRO";"439610";"4475206";"40.425297538012565";"-3.711910103061732";"915 477 518";"";"";"/contenido/entidadesYorganismos/AuditoriosSalasConcierto"; 
11784538;"Sala The Irish Rover";"";"";"Estilos: Blues, jazz, músicas del mundo, rock.";"Metro: Santiago Bernabeu (línea 10).  Bus: 5, 149, 126.  Bicimad: Estaciones 154 (calle Orense, 36), 238 (calle San Germán, 5).  Aparcamientos: General Yag&amp;uuml;e (28), Avenida Brasil, 15, Brasil (18), avenida de Brasil entre General Yag&amp;uuml;e y Pedro Texeira).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d4223474eb873810VgnVCM2000001f4a900aRCRD";"BRASIL";"AVENIDA";"V";"7";"";"";"";"";"MADRID";"MADRID";"28020";"2";"CUATRO CAMINOS";"6";"TETUAN";"441158";"4478468";"40.45480073078596";"-3.693964081346134";"915 974 811";"";"";"/contenido/entidadesYorganismos/AuditoriosSalasConcierto"; 
11784600;"Sala Thundercat";"";"";"Estilos: Rock.";"Metro: Alonso Martínez (líneas 4, 5 y 10).  Bus: 3, 21, 37, C03.  Bicimad: Estaciones 8 (plaza de Alonso Martínez, 5), 7 (calle Hortaleza, 75), 26 (plaza de las Salesas, 7).  Cercanías Renfe: Recoletos (líneas C1, C2, C7, C10 y Regional).  Aparcamientos: Villa de París (67), plaza Villa de París.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a2c8f1a88e873810VgnVCM2000001f4a900aRCRD";"CAMPOAMOR";"CALLE";"V";"11";"";"";"";"";"MADRID";"MADRID";"28004";"4";"JUSTICIA";"1";"CENTRO";"440982";"4475298";"40.426223842431455";"-3.695739772150343";"654 511 457";"";"";"/contenido/entidadesYorganismos/AuditoriosSalasConcierto"; 
11784620;"Sala Vesta";"";"";"";"Metro: Chueca (línea 5), Colón (línea 4), Alonso Martínez (líneas 4, 5 y 10).  Bus: 37.  Bicimad: Estaciones 19 (calle Prim, 2), 26 (plaza de las Salesas, 7).  Cercanías Renfe: Recoletos (líneas C1, C2, C7, C10 y Regional).  Aparcamientos: Gravina 21 (89), calle Gravina; garaje Piamonte (96).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4c2af1a88e873810VgnVCM2000001f4a900aRCRD";"BARQUILLO";"CALLE";"V";"29";"";"";"";"";"MADRID";"MADRID";"28004";"4";"JUSTICIA";"1";"CENTRO";"440986";"4474935";"40.42296190576902";"-3.695655945813078";"";"";"";"/contenido/entidadesYorganismos/AuditoriosSalasConcierto"; 
10187413;"Tablao Flamenco Café Ziryab";"";"";"";"Metro: Acacias (línea 5), Embajadores (línea 3), Pirámides (línea 5).  Bus: 62.  Cercanías Renfe: Pirámides (líneas C1 y C10), Embajadores (línea C5).  Bicimad: Estaciones 170 (paseo de la Esperanza, 21) y 163 (paseo de la Esperanza, 2).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=504212e1c4d48510VgnVCM2000001f4a900aRCRD";"ESPERANZA";"PASEO";"V";"17";"";"";"";"";"MADRID";"MADRID";"28005";"2";"ACACIAS";"2";"ARGANZUELA";"440164";"4472643";"40.40224798842407";"-3.7051358275837947";"618 103 803";"";"anja@cafeziryab.com";"/contenido/entidadesYorganismos/Teatros"; 
10187763;"Tablao Flamenco Cardamomo";"";"";"";"Metro: Sevilla (línea 2), Antón Martín (línea 1), Sol (líneas 1, 2 y 3).  Bus: 002, M1, 51.  Cercanías Renfe: Sol (líneas C3 y C4).  Bicimad: Estaciones 52 (plaza Santa Ana, 10), 28 (calle Alcalá, 27).  Aparcamiento: Plaza de Santa Ana (77); Sevilla (41), calle Sevilla y calle Alcalá; Hub de Movilidad Canalejas 360 (1239), calle Alcalá, 17.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1657b096d9d48510VgnVCM2000001f4a900aRCRD";"ECHEGARAY";"CALLE";"V";"15";"";"";"";"";"MADRID";"MADRID";"28014";"3";"CORTES";"1";"CENTRO";"440650";"4474106";"40.41546754063365";"-3.6995403937914704";"918 051 038";"";"reservas@cardamomo.com";"/contenido/entidadesYorganismos/Teatros"; 
10187520;"Tablao Flamenco Corral de la Morería";"";"";"";"Metro: La Latina (línea 5).  Bus: 148, 3, 31, 50, 65.  Bicimad: Estaciones 166 (calle Segovia, 26), 37 (plaza de San Francisco, 5), 38 (carrera de San Francisco, 1).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d23712e1c4d48510VgnVCM2000001f4a900aRCRD";"MORERIA";"CALLE";"V";"17";"";"";"";"";"MADRID";"MADRID";"28005";"1";"PALACIO";"1";"CENTRO";"439399";"4473810";"40.412712789880366";"-3.7142548150063295";"913 651 137";"";"info@corraldelamoreria.com";"/contenido/entidadesYorganismos/Teatros"; 
10187560;"Tablao Flamenco de Leones";"";"";"";"Metro: Retiro (línea 2).  Bus: 1, 146, 15, 2, 20, 51, 52, 74, 9, 28, 19.B  Cercanías Renfe: Recoletos (líneas C1, C2, C7 y C10).  Bicimad: Estaciones 60 (plaza de la Independencia, 6), 107 (calle Serrano, 8).  Aparcamiento: Serrano III (40), calle Serrano entre Jorge Juan y plaza de la Independencia.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=be49b096d9d48510VgnVCM2000001f4a900aRCRD";"INDEPENDENCIA";"PLAZA";"V";"4";"1";"";"";"";"MADRID";"MADRID";"28001";"1";"RECOLETOS";"4";"SALAMANCA";"441544";"4474675";"40.42065971465086";"-3.6890553146620775";"662 299 923";"";"info@flamencodeleones.es";"/contenido/entidadesYorganismos/Teatros"; 
7091929;"Tablao Flamenco Las Carboneras";"";"";"";"Metro: Ópera (líneas 2, 5 y Regional).  Bus: 31, 50, 65.   Bicimad :   Estaciones 9 (plaza de San Miguel, 9) y 35 (plaza del Cordón).   Aparcamiento: Plaza Mayor (55).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=87c76036342f0410VgnVCM2000000c205a0aRCRD";"CONDE DE MIRANDA";"CALLE";"V";"1";"";"";"";"";"MADRID";"MADRID";"28005";"1";"PALACIO";"1";"CENTRO";"439829";"4474065";"40.415035593525715";"-3.7092201911733795";"915 428 677";"";"sugerencias@tabalaolascarboneras.com";"/contenido/entidadesYorganismos/AuditoriosSalasConcierto"; 
10187547;"Tablao Flamenco Torres Bermejas";"";"";"";"Metro: Callao (líneas 3 y 5), Gran Vía (líneas 1 y 5), Sol (líneas 1, 2 y 3).  Bus: 001, 1, 146, 2, 3, 46, 74, 002.  Cercanías Renfe: Sol (líneas C3 y C4).  Bicimad: Estaciones 210 (Tres Cruces, 7), 211 (Desengaño, 1), 2 (calle Miguel Moya, 1).  Aparcamientos: El Corte Inglés Callao (92), plaza de Callao; Luna-Tudescos (102) calle Tudescos; Luna-Tudescos (14), plaza Santa María Soledad Torres Acosta con vuelta a calle Luna); plaza del Carmen (8); el Corte Inglés Preciados (93), calle Preciados.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8168b096d9d48510VgnVCM2000001f4a900aRCRD";"MESONERO ROMANOS";"CALLE";"V";"11";"";"";"";"";"MADRID";"MADRID";"28013";"6";"SOL";"1";"CENTRO";"440261";"4474600";"40.419889267861706";"-3.7041707075343053";"915 323 322";"";"reservas@torresbermejas.com";"/contenido/entidadesYorganismos/Teatros"; 
2196;"Teatro Real";"Proyectado por Antonio López Aguado en 1818 siguiendo la tipología clásica de teatros del siglo XVIII. Intervienen en su construcción Custodio Moreno e Isidro González Velázquez. De planta irregular hexagonal, presenta dos fachadas principales: una orientada a la plaza de Isabel II, con poca decoración, y la otra al Palacio Real y plaza de Oriente, realizada por González Velázquez y más ornamentada. En el interior destaca el techo de la Gran Sala pintado por Lucas y la lámpara de bronce dorado. En 1925 se cierra por amenaza de ruina y se inicia su reconstrucción a partir de 1940. El 11 de octubre de 1997 se abre como teatro de ópera.";"";"";"Metro: Ópera (líneas 2, 5 y Ramal Opera-Príncipe Pío).  Bicimad:  Estación 24 (calle Carlos III, 1).   Parking: Descalzas (20), Plaza Descalzas y Plaza San Martín.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6fc179262ef5d010VgnVCM1000000b205a0aRCRD";"ISABEL II";"PLAZA";"V";"1";"";"";"";"";"MADRID";"MADRID";"28013";"1";"PALACIO";"1";"CENTRO";"439834";"4474367";"40.41776291784375";"-3.70918800795985";"915 160 600 (Oficinas) / 915 160 660 (Taquilla) / 900 244 848 (Información y venta telefónica)";"915 160 651";"info@teatroreal.es";"/contenido/entidadesYorganismos/AuditoriosSalasConcierto"; 
122295;"Templete de Música - Parque de La Bombilla";"Su mantenimiento es competencia de la Junta de Distrito de Moncloa - Aravaca.  Actividades: espectáculos variados durante los meses de verano.";"";"";"Metro: Príncipe Pío (líneas 6, 10 y Ramal).  Bus: 46, 41, 75.  Cercanías RENFE: Príncipe Pío (líneas C1, C7, C10 y Regional).  Bicimad: Estación 161 (paseo de la Florida, 8).";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9233cbf06c81c010VgnVCM1000000b205a0aRCRD";"SAN ANTONIO DE LA FLORIDA";"GLORIETA";"V";"9";"";"";"";"";"MADRID";"MADRID";"28008";"1";"CASA DE CAMPO";"9";"MONCLOA-ARAVACA";"438418";"4475299";"40.42605230927826";"-3.7259668640812973";"915 885 809";"";"cultumoncloa@madrid.es";"/contenido/entidadesYorganismos/AuditoriosSalasConcierto"; 
165847;"WiZink Center";"";"";"";"Metro: Goya (líneas 2 y 4), O'Donnell (línea 6).  Bus: 30, C1, 43, 53, 146, 21, 26, 61, C2, 215, 15, 63, 29.  Bicimad: Estaciones 100 (calle Goya, 99) y 98 (plaza de Felipe II).  Aparcamiento: Felipe II (26), avenida Felipe II y calle Goya.";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=322a8f90a581c010VgnVCM1000000b205a0aRCRD";"JORGE JUAN";"CALLE";"V";"99";"";"";"";"";"MADRID";"MADRID";"28009";"2";"GOYA";"4";"SALAMANCA";"442985";"4474954";"40.4232728637422";"-3.672100625564379";"914 449 949";"";"";"/contenido/entidadesYorganismos/AuditoriosSalasConcierto"; 

